ISO_code,Year,Education,Employment,Parliamentary Representation,Poverty,Legal Protection Index,Son Bias,Maternal Mortality,Attitudes Towards Violence,Child Marriage,Access Water Sanitation,Access Electricity,Cell Phone Use,Financial Inclusion,Education (source),Employment (source),Parliamentary Representation (source),Poverty Alleviation (source),Legal Protection (source),Gender-Equitable Births (source),Maternal Survival (source),Attitudes Against Violence (source),Absence of Child Marriage (source),Water Sanitation Access (source),Electricity Access (source),Cell Phone Use (source),Financial Inclusion (source),Subregion,Region,Income,Education (score),Employment (score),Parliamentary Representation (score),Poverty Alleviation (score),Legal Protection (score),Gender-Equitable Births (score),Maternal Survival (score),Attitudes Against Violence (score),Absence of Child Marriage (score),Water Sanitation Access (score),Electricity Access (score),Cell Phone Use (score),Financial Inclusion (score),Equity,Protection,Resources,WSI (Baseline),included_index,Economy
AFG,1995,0.21798614122447316,48.24035202815238,25.925925925925927,4.226653060887359,0.19791666666666666,105.8,1346.1441,7.485015354535181,34.8,23.106328479259915,4.4,0.0,0.026162300258874893,TSI,TSI,TSI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,ORI,TSI,Southern Asia,South Asia,Low income,0.0,0.4524238664143306,0.2474747474747475,0.9538070703728158,0.14444444444444443,0.6857142857142857,0.20197008885827894,0.8282495884353063,0.5456919060052219,0.16386230496231116,0.036290322580645164,0.0,0.01836890826458572,35.96300257412676,56.54064672532733,5.463038395188551,22.312607347861285,True,Afghanistan
AFG,1996,0.21798614122447316,48.24035202815238,25.925925925925927,4.226653060887359,0.19791666666666666,106.0,1346.1441,7.485015354535181,34.8,23.106328479259915,4.4,0.0,0.026162300258874893,TSI,TSI,TSI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,ORI,TSI,Southern Asia,South Asia,Low income,0.0,0.4524238664143306,0.2474747474747475,0.9538070703728158,0.14444444444444443,0.6742857142857142,0.20197008885827894,0.8282495884353063,0.5456919060052219,0.16386230496231116,0.036290322580645164,0.0,0.01836890826458572,35.96300257412676,56.254932439613036,5.463038395188551,22.274960100518193,True,Afghanistan
AFG,1997,0.21798614122447316,48.24035202815238,25.925925925925927,4.226653060887359,0.19791666666666666,106.2,1346.1441,7.485015354535181,34.8,23.106328479259915,4.4,0.0,0.026162300258874893,TSI,TSI,TSI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,ORI,TSI,Southern Asia,South Asia,Low income,0.0,0.4524238664143306,0.2474747474747475,0.9538070703728158,0.14444444444444443,0.6628571428571426,0.20197008885827894,0.8282495884353063,0.5456919060052219,0.16386230496231116,0.036290322580645164,0.0,0.01836890826458572,35.96300257412676,55.96921815389875,5.463038395188551,22.237185164827576,True,Afghanistan
AFG,1998,0.21798614122447316,48.24035202815238,25.925925925925927,4.226653060887359,0.19791666666666666,106.4,1346.1441,7.485015354535181,34.8,23.106328479259915,4.4,0.0,0.026162300258874893,TSI,TSI,TSI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,ORI,TSI,Southern Asia,South Asia,Low income,0.0,0.4524238664143306,0.2474747474747475,0.9538070703728158,0.14444444444444443,0.651428571428571,0.20197008885827894,0.8282495884353063,0.5456919060052219,0.16386230496231116,0.036290322580645164,0.0,0.01836890826458572,35.96300257412676,55.68350386818446,5.463038395188551,22.199281452546817,True,Afghanistan
AFG,1999,0.21798614122447316,48.24035202815238,25.925925925925927,4.226653060887359,0.19791666666666666,106.5,1346.1441,7.485015354535181,34.8,23.106328479259915,4.4,0.0,0.026162300258874893,TSI,TSI,TSI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,ORI,TSI,Southern Asia,South Asia,Low income,0.0,0.4524238664143306,0.2474747474747475,0.9538070703728158,0.14444444444444443,0.6457142857142856,0.20197008885827894,0.8282495884353063,0.5456919060052219,0.16386230496231116,0.036290322580645164,0.0,0.01836890826458572,35.96300257412676,55.54064672532733,5.463038395188551,22.18028096103849,True,Afghanistan
AFG,2000,0.21798614122447316,48.24035202815238,25.925925925925927,4.226653060887359,0.19791666666666666,106.5,1346.1441,7.485015354535181,34.8,23.106328479259915,4.4,0.0,0.026162300258874893,TSI,TSI,TSI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South Asia,Low income,0.0,0.4524238664143306,0.2474747474747475,0.9538070703728158,0.14444444444444443,0.6457142857142856,0.20197008885827894,0.8282495884353063,0.5456919060052219,0.16386230496231116,0.036290322580645164,0.0,0.01836890826458572,35.96300257412676,55.54064672532733,5.463038395188551,22.18028096103849,True,Afghanistan
AFG,2001,0.21798614122447316,48.24035202815238,25.925925925925927,4.226653060887359,0.19791666666666666,106.5,1273.43134,7.485015354535181,34.8,23.124455076629193,9.3,0.0,0.026162300258874893,TSI,TSI,TSI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South Asia,Low income,0.0,0.4524238664143306,0.2474747474747475,0.9538070703728158,0.14444444444444443,0.6457142857142856,0.24511081658607425,0.8282495884353063,0.5456919060052219,0.1640594126181621,0.08568548387096774,0.0,0.01836890826458572,35.96300257412676,56.61916491852219,6.702845118842888,23.89788843649577,True,Afghanistan
AFG,2002,0.21798614122447316,48.24035202815238,25.925925925925927,4.226653060887359,0.19791666666666666,106.5,1277.30797,7.485015354535181,34.8,24.89540167503239,14.1,0.119046168,0.026162300258874893,TSI,TSI,TSI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South Asia,Low income,0.0,0.4524238664143306,0.2474747474747475,0.9538070703728158,0.14444444444444443,0.6457142857142856,0.24281079882672352,0.8282495884353063,0.5456919060052219,0.18331659175317436,0.13407258064516128,0.00037268746799187026,0.01836890826458572,35.96300257412676,56.56166447453843,8.40326920327283,25.759779071606925,True,Afghanistan
AFG,2003,0.21798614122447316,48.24035202815238,25.925925925925927,4.226653060887359,0.19791666666666666,106.5,1196.09069,7.485015354535181,34.8,26.666167416585278,19.0,0.883192104,0.026162300258874893,TSI,TSI,TSI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South Asia,Low income,0.0,0.4524238664143306,0.2474747474747475,0.9538070703728158,0.14444444444444443,0.6457142857142856,0.29099728718546714,0.8282495884353063,0.5456919060052219,0.2025718042604141,0.18346774193548385,0.0027649325847277383,0.01836890826458572,35.96300257412676,57.76632668350703,10.179334676130287,27.653495138601865,True,Afghanistan
AFG,2004,0.21798614122447316,48.24035202815238,25.925925925925927,4.226653060887359,0.19791666666666666,106.4,1114.88723,7.485015354535181,34.8,28.44754308490803,23.8,2.547386592,0.026162300258874893,TSI,TSI,TSI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South Asia,Low income,0.0,0.4524238664143306,0.2474747474747475,0.9538070703728158,0.14444444444444443,0.651428571428571,0.3391755760912234,0.8282495884353063,0.5456919060052219,0.22194238854713086,0.2318548387096774,0.007974881299572108,0.01836890826458572,35.96300257412676,59.113641049008066,12.003525420524152,29.4408824735337,True,Afghanistan
